,TMEM,P5_1,J2_1,J2_14,J1AB,T2,Q1_1,Q1_3,Q1_5,Q1_13
1715,11,2,1,2,1,1,2,2,1,1
1716,4,2,1,2,1,3,2,2,1,1
1717,12,2,1,2,1,2,2,1,1,1
1718,11,2,1,2,1,2,2,2,3,1
1719,12,2,1,2,1,2,2,2,2,1
1720,12,2,1,2,1,2,2,1,1,1
1721,11,2,1,2,1,1,2,2,1,1
1722,9,2,1,2,1,9,9,9,9,9
1723,7,2,1,2,1,2,2,2,1,1
1724,6,2,1,2,1,3,2,2,1,1
1725,6,2,1,2,1,2,2,1,1,1
1726,3,2,1,2,1,2,2,3,3,1
1727,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
1728,8,2,1,2,1,2,2,1,1,1
1729,4,2,1,2,1,9,9,9,9,9
1730,8,2,1,2,1,2,2,2,2,1
1731,8,2,2,2,1,3,2,1,1,2
1732,6,2,1,2,1,3,2,2,1,1
1733,11,2,1,2,1,1,2,1,1,1
1734,3,2,1,2,1,3,2,2,2,1
1735,4,2,1,2,1,2,2,1,1,1
1736,8,2,1,2,1,2,2,2,3,1
1737,4,2,1,2,1,2,1,2,1,1
1738,8,2,1,2,1,1,2,2,1,1
1739,6,2,1,2,1,2,2,1,1,1
1740,8,2,1,2,1,1,2,1,1,1
1741,12,2,1,2,1,3,2,2,1,1
1742,8,2,2,2,1,3,2,2,1,1
1743,7,2,1,2,1,2,2,2,1,1
1744,5,2,1,2,1,2,2,2,2,1
1745,9,2,1,2,1,3,2,2,2,1
1746,5,2,1,2,1,3,2,1,2,1
1747,5,2,1,2,1,9,9,9,9,9
1748,5,2,1,2,1,3,2,2,2,1
1749,6,2,1,2,1,2,1,2,1,1
1750,4,2,1,2,1,2,2,1,1,1
1751,6,2,1,2,1,2,2,2,3,1
1752,12,2,1,2,1,2,2,2,2,1
1753,4,2,1,2,1,1,2,2,1,1
1754,7,2,1,2,1,3,2,1,1,1
1755,9,2,1,2,1,9,9,9,9,9
1756,7,2,1,2,1,2,2,2,1,1
1757,6,2,1,2,1,2,2,1,1,1
1758,7,2,1,2,1,2,1,1,2,1
1759,7,2,1,2,1,3,2,2,1,1
1760,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
1761,3,2,1,2,1,3,2,1,1,1
1762,4,2,1,2,1,3,2,1,1,1
1763,4,2,1,2,1,1,2,2,1,1
1764,6,2,1,2,1,9,9,9,9,9
1765,6,2,1,2,1,2,2,1,1,1
1766,5,2,1,2,1,2,2,2,2,1
1767,8,2,1,2,1,2,2,2,1,1
1768,4,2,1,2,1,2,2,1,1,1
1769,4,2,1,2,1,1,2,1,1,1
1770,8,2,1,2,1,2,2,1,1,1
1771,3,2,1,2,1,2,2,1,1,1
1772,8,2,1,2,1,2,2,2,2,1
1773,11,2,1,2,1,2,2,1,1,1
1774,4,2,1,2,1,9,9,9,9,9
1775,5,2,1,2,1,2,2,2,1,1
1776,4,2,1,2,1,2,2,1,1,2
1777,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
1778,12,2,1,2,1,3,2,2,2,1
1779,5,2,1,2,1,2,2,1,1,1
1780,8,2,1,2,1,2,2,2,2,1
1781,7,2,1,2,1,2,2,2,1,1
1782,8,2,1,2,1,2,2,2,1,1
1783,12,2,1,2,1,3,2,1,1,1
1784,4,2,1,2,1,1,2,1,1,1
1785,6,2,1,2,1,3,1,2,2,1
1786,7,2,1,2,1,2,2,1,1,1
1787,5,2,1,2,1,2,2,2,2,1
1788,9,2,1,2,1,2,2,2,1,1
1789,4,2,1,2,1,9,9,9,9,9
1790,5,2,1,2,1,1,2,2,1,1
1791,10,2,1,2,1,2,2,2,3,1
1792,3,2,1,2,1,9,9,9,9,9
1793,9,2,1,2,1,2,2,1,1,1
1794,5,2,1,2,1,1,2,2,2,1
1795,8,2,1,2,1,2,2,2,1,1
1796,6,2,1,2,1,3,2,1,1,1
1797,3,2,2,2,1,1,2,2,1,1
1798,4,2,1,2,1,2,2,2,1,1
1799,6,2,1,2,1,2,2,1,1,1
1800,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
1801,10,2,1,2,1,9,9,9,9,9
1802,3,2,1,2,1,3,2,2,1,1
1803,5,2,1,2,1,2,2,1,1,2
1804,9,2,1,2,1,1,2,2,1,1
1805,4,2,1,2,1,3,2,2,1,1
1806,11,2,1,2,1,2,2,1,1,1
1807,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
1808,5,2,1,2,1,2,2,2,1,1
1809,5,2,1,2,1,3,2,1,1,1
1810,7,2,1,2,1,1,2,2,1,1
1811,7,2,1,2,1,2,2,2,3,3
1812,3,2,1,2,1,2,2,2,2,2
1813,3,2,1,2,2,1,2,1,1,2
1814,6,2,1,2,1,2,2,1,1,1
1815,4,2,1,2,1,2,2,1,1,1
1816,4,2,1,2,1,2,1,1,1,1
1817,5,2,1,2,1,2,1,1,3,1
1818,4,2,1,2,1,3,2,2,2,1
1819,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
1820,7,2,1,2,1,2,2,1,1,1
1821,4,2,1,2,1,9,9,9,9,9
1822,3,1,1,2,1,2,1,1,3,1
1823,4,2,1,2,2,3,2,3,3,3
1824,7,2,1,2,1,2,2,1,3,2
1825,4,2,1,2,1,3,2,3,1,1
1826,4,2,1,2,1,3,2,1,1,1
1827,7,2,1,2,1,1,2,1,1,1
1828,6,2,1,1,1,2,2,2,1,1
1829,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
1830,7,2,1,2,1,2,2,2,1,1
1831,4,2,1,2,1,3,1,3,1,1
1832,3,2,1,2,1,2,2,1,1,1
1833,5,2,1,2,1,9,9,9,9,9
1834,11,1,1,2,1,2,2,1,1,3
1835,12,2,1,2,1,2,2,2,1,1
1836,4,2,1,2,1,2,2,1,1,2
1837,5,2,1,2,1,2,2,1,1,2
1838,2,2,1,2,1,3,2,3,1,2
1839,5,2,1,2,1,2,2,1,3,1
1840,3,2,1,2,2,2,2,2,1,2
1841,5,2,1,2,1,2,3,2,1,1
1842,6,2,1,2,1,3,2,2,3,1
1843,10,2,1,2,2,2,1,1,1,2
1844,7,2,1,2,1,2,2,1,1,2
1845,6,2,1,2,2,3,2,3,1,1
1846,3,2,1,2,2,1,2,2,3,1
1847,3,2,1,2,2,3,2,2,1,3
1848,5,2,1,2,2,2,2,3,1,2
1849,12,2,1,2,1,2,2,1,3,1
1850,7,2,1,2,1,3,2,1,1,1
1851,5,2,1,2,1,2,2,1,1,2
1852,6,2,1,2,1,2,2,2,3,3
1853,5,2,1,2,1,2,2,1,1,1
1854,8,1,1,2,1,2,2,2,1,1
1855,4,2,1,2,1,1,2,1,1,2
1856,3,2,1,2,1,3,2,2,1,2
1857,8,1,1,2,1,1,2,1,3,1
1858,4,2,1,2,1,9,9,9,9,9
1859,5,2,1,2,1,2,2,1,1,2
1860,4,2,1,2,1,2,2,1,1,2
1861,6,2,1,2,1,2,2,1,3,1
1862,4,2,1,2,1,2,2,1,1,2
1863,5,2,1,2,1,3,2,1,1,2
1864,9,2,1,2,1,2,2,1,3,1
1865,4,2,1,2,1,3,2,1,1,3
1866,4,2,1,2,1,2,2,1,1,1
1867,5,2,1,2,1,2,2,1,1,1
1868,5,2,1,2,1,2,2,1,1,1
1869,7,2,1,2,1,3,2,2,1,1
1870,5,2,1,2,1,2,2,2,1,1
1871,4,2,1,2,2,1,2,2,2,1
1872,2,2,1,2,1,2,2,1,1,1
1873,8,2,1,2,2,2,2,1,1,1
1874,4,2,1,2,1,3,2,1,1,3
1875,4,2,1,1,1,2,2,1,3,1
1876,4,2,1,2,2,3,2,1,1,1
1877,5,2,1,2,2,1,2,1,1,2
1878,5,2,1,2,1,2,2,2,1,1
1879,6,2,1,2,1,2,2,1,1,1
1880,4,2,1,2,2,3,2,1,1,3
1881,6,2,1,2,1,2,2,2,3,1
1882,6,2,1,2,1,2,2,2,1,2
1883,8,2,1,2,1,3,2,1,1,1
1884,5,2,1,2,1,3,2,1,1,1
1885,4,2,1,2,1,2,2,1,3,1
1886,4,2,1,2,1,9,9,9,9,9
1887,3,2,1,2,1,3,2,1,1,3
1888,12,2,1,2,1,2,2,1,3,3
1889,5,2,1,2,1,2,2,2,1,1
1890,4,2,1,2,1,2,2,2,1,2
1891,11,2,1,2,1,2,2,1,1,1
1892,6,2,1,2,2,3,1,1,2,2
1893,3,2,1,2,1,1,2,2,1,1
1894,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
1895,9,2,1,2,1,3,2,1,1,2
1896,3,2,1,2,1,2,2,1,1,1
1897,3,2,1,2,1,2,2,1,1,3
1898,4,2,1,2,1,3,2,2,1,3
1899,4,2,1,2,1,2,2,1,3,3
1900,7,2,1,2,1,3,3,1,1,3
1901,6,2,1,2,2,3,2,1,1,1
1902,5,2,1,2,1,2,2,3,1,3
1903,4,2,1,2,1,2,2,1,1,1
1904,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
1905,4,2,1,2,1,2,2,1,3,1
1906,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
1907,8,2,1,2,1,2,2,2,3,1
1908,4,2,1,2,1,2,2,2,1,1
1909,8,2,1,2,1,3,2,1,1,2
1910,6,2,1,2,1,3,2,1,1,1
1911,6,2,1,2,1,9,9,9,9,9
1912,6,2,1,2,1,3,2,1,1,1
1913,5,2,1,2,1,3,2,1,1,1
1914,3,2,1,1,1,3,2,1,1,2
1915,4,2,1,2,1,2,2,2,1,3
1916,7,2,1,2,1,2,2,3,3,1
1917,4,2,1,2,1,3,1,1,3,3
1918,9,2,1,2,1,2,2,1,3,3
1919,7,2,1,2,1,2,2,2,1,1
1920,9,2,1,2,1,3,2,1,1,1
1921,5,1,1,2,1,2,2,1,1,1
1922,4,2,1,2,1,1,2,1,1,1
1923,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
1924,5,1,1,2,1,2,2,1,3,3
1925,4,2,1,2,1,2,1,1,1,1
1926,3,2,1,2,1,1,2,1,3,3
1927,4,2,1,2,1,3,2,1,1,2
1928,4,2,1,2,2,3,2,1,1,2
1929,4,2,1,2,1,9,9,9,9,9
1930,4,2,1,2,2,3,2,1,3,1
1931,4,2,1,2,1,2,2,3,1,1
1932,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
1933,3,2,1,2,1,3,2,3,1,1
1934,9,2,1,2,1,2,1,1,1,1
1935,3,2,1,2,1,2,2,3,2,2
1936,5,2,1,2,1,1,2,1,1,1
1937,4,2,1,2,2,2,2,1,3,1
1938,7,2,1,2,1,2,2,1,1,2
1939,8,2,1,2,1,9,9,9,9,9
1940,3,2,1,2,1,2,2,1,1,1
1941,4,2,1,2,1,2,2,1,3,1
1942,4,2,1,2,1,2,2,2,3,3
1943,3,2,1,2,1,1,2,1,1,1
1944,9,2,1,2,1,2,2,1,1,1
1945,3,2,1,2,1,2,2,2,3,3
1946,5,2,1,2,1,2,2,1,1,1
1947,5,2,1,2,1,1,2,1,1,1
1948,2,2,1,2,2,3,2,1,1,1
1949,5,2,1,2,1,2,2,1,1,1
1950,4,2,1,2,1,1,1,2,1,2
1951,3,2,1,2,1,2,2,2,2,3
1952,4,2,1,2,2,3,2,1,1,2
1953,7,2,1,2,1,2,2,2,3,3
1954,5,1,1,2,1,2,2,1,1,1
1955,5,2,1,2,2,2,2,1,2,1
1956,4,2,1,2,1,3,2,2,1,1
1957,5,2,1,2,1,2,2,2,3,1
1958,4,2,1,2,2,3,2,1,1,2
1959,4,1,1,2,1,2,2,1,1,1
1960,2,2,1,2,2,2,2,1,3,1
1961,2,2,1,2,2,2,2,1,1,1
1962,3,2,1,2,2,2,2,1,1,1
1963,3,2,1,2,1,3,2,1,1,3
1964,2,2,1,2,2,2,2,1,3,1
1965,3,2,1,2,2,3,2,3,1,1
1966,6,2,1,2,2,2,3,2,1,1
1967,4,2,1,2,1,9,9,9,9,9
1968,4,2,1,2,2,2,2,1,1,1
1969,3,2,1,1,2,3,1,1,1,1
1970,3,2,1,2,2,2,2,2,1,3
1971,4,2,1,2,1,2,2,2,1,1
1972,5,2,1,2,2,3,2,1,1,1
1973,2,2,1,2,2,2,3,1,1,1
1974,3,2,1,2,2,3,2,1,1,1
1975,4,2,1,2,2,2,1,2,1,2
1976,5,2,1,2,2,2,2,1,1,1
1977,3,2,1,2,2,9,9,9,9,9
1978,5,2,1,2,2,2,2,1,3,3
1979,4,2,1,2,1,3,2,1,1,2
1980,5,2,1,2,1,2,2,1,1,2
1981,4,2,1,2,1,2,2,2,3,3
1982,2,2,1,2,2,2,2,1,1,1
1983,3,2,1,2,2,9,9,9,9,9
1984,3,2,1,2,2,2,2,2,1,1
1985,9,2,1,2,1,3,1,1,1,1
1986,4,2,1,2,1,2,2,2,1,2
1987,5,2,1,2,1,1,2,2,3,1
1988,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
1989,7,2,1,2,1,2,2,1,1,1
1990,4,2,1,2,1,3,2,1,1,1
1991,8,2,1,2,1,3,2,2,1,1
1992,6,2,1,2,1,2,2,2,1,1
1993,4,2,1,2,1,2,2,2,1,1
1994,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
1995,5,2,1,2,1,3,2,2,1,1
1996,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
1997,3,2,1,2,1,2,2,2,1,1
1998,5,2,1,2,1,2,2,1,1,2
1999,4,2,1,2,1,2,2,2,1,1
2000,7,2,1,2,1,2,1,1,1,2
2001,8,2,1,2,1,2,2,2,3,3
2002,5,2,1,2,1,3,2,2,1,1
2003,5,2,1,2,1,2,2,1,3,3
2004,4,2,1,2,1,2,2,1,2,1
2005,4,2,1,2,1,3,2,1,1,1
2006,5,2,1,2,2,2,2,2,1,1
2007,4,2,1,2,1,2,9,9,9,9
2008,3,2,1,2,1,3,2,1,2,1
2009,7,2,1,2,1,3,2,1,1,1
2010,4,2,1,2,2,9,9,9,9,9
2011,5,2,1,2,1,2,2,1,1,1
2012,5,2,1,2,2,3,2,1,1,3
2013,4,2,1,2,1,2,2,1,1,1
2014,4,2,1,2,2,2,2,1,1,1
2015,4,2,1,1,1,2,2,1,1,1
2016,3,2,1,2,1,2,2,1,1,2
2017,3,2,1,2,1,2,2,1,1,1
2018,8,2,1,2,1,2,2,1,1,1
2019,4,2,1,2,1,3,1,1,1,3
2020,4,2,1,2,1,2,2,2,3,1
2021,3,2,1,2,1,3,2,2,3,2
2022,5,2,1,2,1,2,2,2,2,1
2023,7,2,1,2,1,2,1,1,1,2
2024,5,2,1,2,1,2,2,1,1,2
2025,12,1,1,2,1,3,2,1,1,2
2026,8,2,1,2,1,3,2,3,2,1
2027,3,2,1,2,1,2,2,1,1,1
2028,4,2,1,2,1,3,2,2,2,1
2029,10,2,1,2,1,2,2,1,2,1
2030,3,2,1,2,1,2,1,2,1,2
2031,5,2,1,2,1,3,1,1,1,1
2032,6,2,1,2,1,3,2,1,1,2
2033,12,1,1,2,1,2,2,1,2,1
2034,4,2,1,2,1,3,2,2,1,1
2035,6,2,1,2,1,2,2,1,1,1
2036,5,2,1,2,1,2,2,1,3,1
2037,5,2,1,2,1,2,2,1,1,1
2038,7,2,1,2,1,9,9,9,9,9
2039,5,2,1,2,1,3,1,2,1,1
2040,5,2,1,2,1,2,2,2,2,1
2041,5,2,1,2,1,2,2,1,1,1
2042,10,2,1,2,1,2,2,1,1,1
2043,4,2,1,2,1,3,3,2,3,1
2044,8,2,1,2,1,2,2,1,1,1
2045,8,2,1,2,1,2,2,2,2,1
2046,7,2,1,2,1,2,2,3,1,1
2047,4,2,2,2,1,2,2,1,1,1
2048,8,2,1,2,1,3,2,1,1,1
2049,9,2,1,2,1,2,2,1,1,1
2050,8,2,1,2,1,1,2,1,1,1
2051,10,2,1,2,1,3,1,1,2,1
2052,5,2,1,2,1,2,1,1,1,2
2053,12,2,1,2,1,1,2,1,1,1
2054,5,2,1,2,1,2,2,1,1,1
2055,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2056,9,2,1,2,1,3,2,1,1,1
2057,6,2,1,2,1,2,2,1,1,3
2058,7,2,1,2,1,2,2,1,1,1
2059,12,2,1,2,1,2,2,1,1,1
2060,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2061,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2062,5,2,1,2,1,2,2,2,1,1
2063,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2064,3,2,1,2,1,2,2,2,1,2
2065,6,2,2,2,1,2,2,3,3,1
2066,6,2,1,2,1,2,1,2,2,2
2067,7,2,1,2,1,2,2,1,1,1
2068,3,2,1,2,1,2,2,1,1,2
2069,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2070,8,2,1,2,1,2,2,1,3,1
2071,7,2,1,2,1,2,2,1,1,1
2072,4,2,1,2,1,2,2,2,2,1
2073,7,2,1,2,1,2,1,1,1,1
2074,4,2,2,2,1,1,2,1,2,2
2075,12,2,1,2,1,2,2,1,1,1
2076,4,2,1,2,1,3,2,1,1,1
2077,6,2,1,2,1,2,2,2,2,2
2078,12,2,1,2,1,2,2,1,1,1
2079,5,2,2,2,1,2,2,1,1,1
2080,6,2,2,2,1,2,3,3,3,1
2081,4,2,1,2,1,2,2,1,1,1
2082,11,2,1,2,1,9,9,9,9,9
2083,7,2,1,2,1,1,2,3,2,1
2084,11,2,1,2,1,3,2,1,1,1
2085,5,2,1,2,1,2,1,1,1,1
2086,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2087,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2088,10,2,1,2,1,2,2,1,1,2
2089,7,2,1,2,1,2,2,1,1,1
2090,5,2,1,2,1,2,2,1,2,1
2091,9,1,1,2,1,3,2,1,1,1
2092,8,2,1,2,1,2,1,1,1,1
2093,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2094,12,2,1,2,1,3,1,1,1,1
2095,11,2,1,2,1,2,2,1,1,1
2096,7,2,1,2,1,2,1,1,2,1
2097,4,2,1,2,1,2,2,1,1,2
2098,5,2,1,2,1,2,1,1,3,1
2099,8,2,1,2,1,3,2,1,1,2
2100,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2101,9,2,1,2,1,2,2,2,1,2
2102,6,2,1,2,1,2,2,1,1,1
2103,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2104,7,2,2,2,1,3,1,1,1,1
2105,6,2,1,2,1,2,2,1,2,1
2106,7,2,1,2,1,3,2,1,2,1
2107,7,2,1,2,1,2,2,1,1,2
2108,5,2,1,2,1,2,2,1,1,1
2109,6,2,1,2,1,1,2,1,1,1
2110,4,2,1,2,1,2,2,1,2,1
2111,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2112,7,2,1,2,1,2,2,3,1,2
2113,4,2,1,2,1,2,2,3,3,1
2114,11,2,1,2,1,3,1,1,1,1
2115,2,2,1,2,1,2,2,2,2,1
2116,5,2,2,2,1,2,2,1,1,2
2117,7,2,1,2,1,2,2,1,1,1
2118,7,2,1,2,1,1,2,1,1,1
2119,8,2,1,2,1,3,2,2,1,1
2120,9,2,1,2,1,2,3,1,1,1
2121,3,2,1,2,1,1,2,1,1,1
2122,9,2,1,2,1,2,2,2,3,1
2123,7,2,1,2,1,2,2,1,1,1
2124,11,2,1,2,1,2,2,2,1,2
2125,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2126,5,2,1,2,1,2,2,1,2,1
2127,11,2,2,2,1,3,1,1,1,1
2128,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2129,5,2,1,2,1,2,2,1,1,1
2130,5,2,1,2,1,3,2,2,1,2
2131,9,2,1,2,1,3,2,2,2,1
2132,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2133,6,2,1,2,1,2,2,1,1,1
2134,9,2,1,2,1,2,2,2,1,1
2135,7,2,1,2,1,2,2,1,1,2
2136,9,2,2,2,1,2,2,1,1,1
2137,6,2,1,2,1,2,2,1,1,1
2138,5,2,1,2,1,2,2,3,2,1
2139,5,2,2,2,1,2,2,1,1,1
2140,9,2,2,2,1,2,2,1,1,1
2141,7,2,1,2,1,2,2,1,1,1
2142,7,2,1,2,1,2,2,2,1,1
2143,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2144,6,2,1,2,1,2,3,3,2,2
2145,4,2,1,2,1,2,2,2,1,2
2146,3,2,1,2,1,2,1,1,1,1
2147,5,2,2,2,1,2,2,2,2,1
2148,8,2,1,2,1,2,2,1,1,1
2149,6,2,1,2,1,3,2,2,2,1
2150,10,2,1,2,1,2,2,1,1,1
2151,9,2,1,2,1,2,2,1,1,1
2152,11,2,2,2,1,2,2,1,1,1
2153,6,2,1,2,1,2,2,1,1,1
2154,6,2,1,2,1,2,1,1,1,2
2155,5,2,1,2,1,2,1,1,1,1
2156,3,2,2,2,1,2,2,1,1,2
2157,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2158,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2159,8,2,1,2,1,3,2,2,1,2
2160,7,2,1,2,1,2,2,1,1,1
2161,5,2,1,2,1,2,3,3,1,1
2162,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2163,11,2,2,2,1,1,2,2,1,2
2164,9,2,1,2,1,3,2,2,2,1
2165,9,2,2,2,1,2,1,1,2,1
2166,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2167,4,2,1,2,1,2,2,1,2,1
2168,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2169,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2170,10,2,1,2,1,2,1,2,1,2
2171,7,2,1,2,1,3,2,1,1,1
2172,5,2,1,2,1,3,2,1,1,2
2173,10,2,2,2,1,3,2,2,2,1
2174,5,2,1,2,1,2,3,1,1,1
2175,12,2,1,2,1,2,2,1,1,1
2176,12,2,1,2,1,3,2,1,2,2
2177,12,1,1,2,1,2,1,1,1,1
2178,5,2,2,2,1,1,2,1,1,1
2179,9,2,1,2,1,9,2,2,1,1
2180,5,2,1,2,1,2,2,1,1,2
2181,5,2,1,2,1,3,1,1,1,1
2182,5,2,1,1,1,2,1,1,1,1
2183,12,2,1,2,1,3,2,1,1,2
2184,4,2,1,2,1,2,2,1,1,2
2185,4,2,1,2,1,2,2,1,1,2
2186,6,1,1,2,1,1,2,1,2,1
2187,6,2,1,2,1,2,2,1,1,2
2188,9,2,1,2,1,2,2,1,1,1
2189,4,2,1,2,1,3,2,2,1,2
2190,5,2,1,2,1,2,2,2,1,1
2191,12,2,2,2,1,3,2,2,2,1
2192,12,2,1,2,1,3,2,1,1,3
2193,4,2,1,2,1,3,3,1,1,1
2194,6,2,1,2,1,2,1,1,2,2
2195,9,2,1,2,1,1,2,2,1,1
2196,6,2,1,2,1,1,2,1,2,1
2197,12,2,1,2,1,2,2,2,2,1
2198,5,2,1,2,1,3,2,1,1,2
2199,5,2,1,2,1,3,2,1,2,2
2200,6,2,2,2,1,3,2,1,2,1
2201,4,2,1,2,1,2,2,1,1,2
2202,5,2,1,2,1,2,1,1,1,2
2203,3,2,2,2,1,3,2,1,2,1
2204,7,2,2,2,1,3,2,2,2,1
2205,4,2,1,2,1,2,2,2,1,1
2206,5,2,1,2,1,3,2,1,1,2
2207,5,1,1,2,1,3,2,1,1,2
2208,9,2,1,2,1,2,2,2,2,1
2209,8,2,1,2,1,3,2,1,2,2
2210,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2211,3,2,2,2,1,2,1,1,2,1
2212,12,2,1,2,1,2,1,1,1,2
2213,7,2,1,2,1,2,2,1,1,1
2214,10,2,2,2,1,2,2,1,1,2
2215,4,2,1,2,1,3,2,1,2,1
2216,11,2,1,2,1,2,2,2,1,1
2217,11,2,1,2,1,3,2,2,2,2
2218,7,2,2,2,1,1,1,1,1,2
2219,3,2,1,2,1,2,2,1,2,2
2220,6,2,1,2,1,2,1,1,1,1
2221,8,2,2,2,1,3,2,1,2,2
2222,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2223,6,2,1,2,1,2,2,1,1,1
2224,4,2,1,2,1,3,2,2,1,1
2225,6,2,1,2,1,1,2,1,1,1
2226,3,2,1,2,1,3,2,3,2,2
2227,4,2,1,2,1,2,2,1,2,1
2228,4,2,1,2,1,1,2,1,2,1
2229,2,2,1,2,1,2,2,2,2,1
2230,7,2,1,2,2,2,2,1,2,1
2231,4,2,1,2,1,2,2,1,1,2
2232,4,2,1,2,2,2,2,1,1,1
2233,4,2,1,2,1,3,2,3,2,1
2234,5,2,1,2,1,2,2,2,1,2
2235,4,2,1,2,1,2,2,1,1,1
2236,4,2,1,2,1,2,2,3,2,1
2237,9,2,2,2,1,2,2,1,1,1
2238,6,2,1,2,1,1,2,1,1,1
2239,10,2,1,2,1,2,2,1,1,2
2240,5,2,1,2,1,1,2,1,1,1
2241,8,2,1,2,1,3,2,2,2,1
2242,9,2,1,2,1,2,2,1,1,2
2243,5,2,1,2,1,2,2,1,1,1
2244,7,2,1,2,1,2,2,3,2,3
2245,6,2,2,2,1,1,2,1,2,1
2246,7,2,1,2,1,2,2,1,1,1
2247,8,2,2,2,1,2,2,1,1,1
2248,3,2,1,2,1,2,2,2,1,1
2249,6,2,1,2,1,3,2,1,2,1
2250,9,2,1,2,1,3,2,3,1,3
2251,11,2,1,2,1,2,2,2,2,1
2252,7,2,1,2,1,2,2,1,1,2
2253,6,2,1,2,1,2,2,2,2,3
2254,3,2,1,2,1,1,3,1,1,2
2255,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2256,6,2,1,2,1,3,3,1,1,1
2257,5,2,1,2,1,3,2,1,1,1
2258,3,2,1,2,2,2,2,2,1,2
2259,9,2,1,2,1,2,2,1,1,2
2260,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2261,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2262,8,2,1,2,1,9,9,9,9,9
2263,9,2,1,2,1,2,2,1,1,2
2264,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2265,7,2,1,2,1,3,2,2,1,1
2266,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2267,7,2,1,2,1,2,2,1,1,1
2268,7,2,1,2,1,1,2,1,1,2
2269,6,2,1,2,1,1,2,1,1,1
2270,10,2,1,2,1,2,2,1,1,2
2271,4,2,1,2,1,2,2,2,2,1
2272,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2273,4,2,1,2,1,3,2,1,2,2
2274,6,2,1,2,1,1,2,1,1,1
2275,8,2,1,2,1,2,2,2,1,1
2276,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2277,7,2,1,2,1,2,2,3,1,2
2278,5,2,2,2,1,2,2,2,1,1
2279,5,2,1,2,1,2,2,1,1,1
2280,5,2,1,2,1,3,2,3,2,1
2281,5,2,1,2,1,2,2,1,1,1
